text,priority,category,is_fake
Please fix the construction noise near MG Road.,Low,Noise,0
"Severe garbage pile observed at Main St, urgent help needed.",High,Sanitation,0
contaminated water reported by residents of Railway Station.,High,Water Supply,0
Please fix the suspicious activity near Market Area.,Low,Safety,0
Please fix the no water supply near Suburbs.,High,Water Supply,0
no water supply reported by residents of School Zone.,High,Water Supply,0
We are facing bus stop broken problems in Sector 4.,Low,Public Transport,0
bad smell reported by residents of Bus Stand.,Medium,Sanitation,0
park maintenance reported by residents of City Center.,Low,General,0
bad road condition reported by residents of School Zone.,Medium,Roads,0
The uneven surface at Flyover is very dangerous.,High,Roads,0
We are facing traffic signal broken problems in Hospital Road.,Low,Traffic,0
We are facing broken road problems in Suburbs.,Medium,Roads,0
Urgent attention required for pothole in MG Road.,High,Roads,0
We are facing traffic signal broken problems in Industrial Area.,Low,Traffic,0
Urgent attention required for clogged drain in Hospital Road.,High,Sanitation,0
"Severe factory noise observed at MG Road, urgent help needed.",High,Noise,0
"Severe overcrowded bus observed at Bus Stand, urgent help needed.",High,Public Transport,0
"Severe transformer spark observed at Bus Stand, urgent help needed.",High,Electricity,0
hanging wires reported by residents of Gandhi Nagar.,High,Electricity,0
hanging wires reported by residents of River Bank.,High,Electricity,0
Urgent attention required for no water supply in MG Road.,High,Water Supply,0
Please fix the construction noise near City Center.,Low,Noise,0
unsafe crossing reported by residents of Industrial Area.,Low,Safety,0
job offer 127,Low,Spam,1
There is a broken fence at Main St.,Low,Safety,0
"Severe factory noise observed at River Bank, urgent help needed.",High,Noise,0
We are facing hanging wires problems in Market Area.,High,Electricity,0
We are facing sewage overflow problems in Underpass.,Medium,Sanitation,0
There is a illegal parking at Market Area.,Low,Traffic,0
Urgent attention required for overcrowded bus in Railway Station.,High,Public Transport,0
"Severe no water supply observed at Underpass, urgent help needed.",High,Water Supply,0
The illegal parking at Underpass is very dangerous.,High,Traffic,0
There is a electric pole fell at Sector 4.,High,Electricity,0
The sewage overflow at Central Park is very dangerous.,High,Sanitation,0
Complaining about illegal parking near Railway Station.,Low,Traffic,0
job offer 558,Low,Spam,1
We are facing late night party problems in 5th Avenue.,Low,Noise,0
Please fix the request information near Sector 4.,Low,General,0
"Severe loud music observed at Flyover, urgent help needed.",High,Noise,0
There is a manhole open at Hospital Road.,Medium,Roads,0
There is a unsafe crossing at Hospital Road.,Low,Safety,0
Complaining about bus late near City Center.,Low,Public Transport,0
Complaining about no water supply near Gandhi Nagar.,High,Water Supply,0
There is a garbage pile at Underpass.,Medium,Sanitation,0
The contaminated water at Highway 66 is very dangerous.,High,Water Supply,0
"Severe overflowing dustbin observed at River Bank, urgent help needed.",High,Sanitation,0
garbage pile reported by residents of 5th Avenue.,Medium,Sanitation,0
Please fix the broken fence near Railway Station.,Low,Safety,0
late night party reported by residents of Railway Station.,Low,Noise,0
We are facing construction noise problems in Highway 66.,Low,Noise,0
The suspicious activity at Central Park is very dangerous.,High,Safety,0
The overflowing dustbin at Central Park is very dangerous.,High,Sanitation,0
Please fix the garbage pile near Industrial Area.,Medium,Sanitation,0
Urgent attention required for general query in Flyover.,High,General,0
We are facing illegal parking problems in 5th Avenue.,Low,Traffic,0
There is a dead animal at Market Area.,Medium,Sanitation,0
"Severe power cut observed at Market Area, urgent help needed.",High,Electricity,0
We are facing electric pole fell problems in Suburbs.,High,Electricity,0
Complaining about stray dogs near Suburbs.,Low,Safety,0
Please fix the stray dogs near Industrial Area.,Low,Safety,0
The dirty water at Underpass is very dangerous.,High,Water Supply,0
We are facing bad smell problems in Main St.,Medium,Sanitation,0
Complaining about lost property near Suburbs.,Low,General,0
Please fix the pothole near 5th Avenue.,Medium,Roads,0
Urgent attention required for road blocked in City Center.,High,Traffic,0
The manhole open at MG Road is very dangerous.,High,Roads,0
Complaining about bus stop broken near Underpass.,Low,Public Transport,0
There is a contaminated water at Railway Station.,High,Water Supply,0
Please fix the broken fence near Market Area.,Low,Safety,0
Please fix the traffic signal broken near Gandhi Nagar.,Low,Traffic,0
The low pressure at Bus Stand is very dangerous.,High,Water Supply,0
Urgent attention required for pothole in MG Road.,High,Roads,0
buy watches 763,Low,Spam,1
cheap meds 197,Low,Spam,1
"Severe late night party observed at Market Area, urgent help needed.",High,Noise,0
Complaining about dirty water near Main St.,High,Water Supply,0
There is a rude conductor at MG Road.,Low,Public Transport,0
There is a bus stop broken at City Center.,Low,Public Transport,0
We are facing illegal parking problems in Central Park.,Low,Traffic,0
The bus stop broken at Bus Stand is very dangerous.,High,Public Transport,0
The hanging wires at Flyover is very dangerous.,High,Electricity,0
The garbage pile at Flyover is very dangerous.,High,Sanitation,0
We are facing unsafe crossing problems in Gandhi Nagar.,Low,Safety,0
"Severe unlit area observed at Highway 66, urgent help needed.",High,Safety,0
factory noise reported by residents of Market Area.,Low,Noise,0
uneven surface reported by residents of Underpass.,Medium,Roads,0
Complaining about late night party near Flyover.,Low,Noise,0
Please fix the broken road near Sector 4.,Medium,Roads,0
There is a overcrowded bus at Railway Station.,Low,Public Transport,0
The bus stop broken at Bus Stand is very dangerous.,High,Public Transport,0
Urgent attention required for transformer spark in Industrial Area.,High,Electricity,0
Urgent attention required for illegal parking in Hospital Road.,High,Traffic,0
"Severe unlit area observed at Market Area, urgent help needed.",High,Safety,0
illegal parking reported by residents of Central Park.,Low,Traffic,0
Urgent attention required for electric pole fell in Sector 4.,High,Electricity,0
hanging wires reported by residents of MG Road.,High,Electricity,0
There is a loud music at 5th Avenue.,Low,Noise,0
The no water supply at Sector 4 is very dangerous.,High,Water Supply,0
The power cut at 5th Avenue is very dangerous.,High,Electricity,0
There is a dirty water at Market Area.,High,Water Supply,0
Urgent attention required for request information in Suburbs.,High,General,0
"Severe electric pole fell observed at Gandhi Nagar, urgent help needed.",High,Electricity,0
The power cut at City Center is very dangerous.,High,Electricity,0
"Severe manhole open observed at Highway 66, urgent help needed.",High,Roads,0
"Severe power cut observed at Bus Stand, urgent help needed.",High,Electricity,0
"Severe pipe burst observed at Market Area, urgent help needed.",High,Water Supply,0
"Severe contaminated water observed at Underpass, urgent help needed.",High,Water Supply,0
broken road reported by residents of City Center.,Medium,Roads,0
We are facing manhole open problems in Industrial Area.,Medium,Roads,0
Please fix the unlit area near Sector 4.,Low,Safety,0
The low pressure at MG Road is very dangerous.,High,Water Supply,0
Please fix the broken road near Sector 4.,Medium,Roads,0
Urgent attention required for lost property in Industrial Area.,High,General,0
Complaining about request information near Gandhi Nagar.,Low,General,0
We are facing broken road problems in Highway 66.,Medium,Roads,0
"Severe road blocked observed at MG Road, urgent help needed.",High,Traffic,0
Complaining about bus stop broken near Market Area.,Low,Public Transport,0
We are facing low pressure problems in River Bank.,High,Water Supply,0
Urgent attention required for overflowing dustbin in River Bank.,High,Sanitation,0
The uneven surface at Market Area is very dangerous.,High,Roads,0
Complaining about power cut near Gandhi Nagar.,High,Electricity,0
low pressure reported by residents of City Center.,High,Water Supply,0
There is a unsafe crossing at Hospital Road.,Low,Safety,0
There is a contaminated water at Central Park.,High,Water Supply,0
Urgent attention required for factory noise in Sector 4.,High,Noise,0
job offer 626,Low,Spam,1
There is a illegal parking at Highway 66.,Low,Traffic,0
We are facing traffic jam problems in Gandhi Nagar.,Low,Traffic,0
Complaining about dirty water near Market Area.,High,Water Supply,0
We are facing suspicious activity problems in Highway 66.,Low,Safety,0
Please fix the manhole open near Railway Station.,Medium,Roads,0
Complaining about loud music near Bus Stand.,Low,Noise,0
broken fence reported by residents of Gandhi Nagar.,Low,Safety,0
Please fix the overcrowded bus near City Center.,Low,Public Transport,0
Urgent attention required for overcrowded bus in Sector 4.,High,Public Transport,0
There is a rude conductor at Gandhi Nagar.,Low,Public Transport,0
"Severe stray dogs observed at Suburbs, urgent help needed.",High,Safety,0
Complaining about wrong side driving near City Center.,Low,Traffic,0
We are facing water leakage problems in Central Park.,High,Water Supply,0
power cut reported by residents of Hospital Road.,High,Electricity,0
"Severe unsafe crossing observed at Suburbs, urgent help needed.",High,Safety,0
Please fix the transformer spark near Sector 4.,High,Electricity,0
We are facing wrong side driving problems in School Zone.,Low,Traffic,0
Please fix the wrong side driving near Market Area.,Low,Traffic,0
We are facing general query problems in MG Road.,Low,General,0
transformer spark reported by residents of MG Road.,High,Electricity,0
Urgent attention required for overflowing dustbin in Bus Stand.,High,Sanitation,0
Urgent attention required for pothole in Market Area.,High,Roads,0
"Severe loud music observed at Suburbs, urgent help needed.",High,Noise,0
Urgent attention required for power cut in River Bank.,High,Electricity,0
subscribe for free 261,Low,Spam,1
The traffic signal broken at Suburbs is very dangerous.,High,Traffic,0
We are facing request information problems in Hospital Road.,Low,General,0
